date,ticker,secteur,bourse,pays,rating,anciennete,employes,prix_ouverture,prix_haut,prix_bas,prix_cloture,volume,market_cap_m,rendement_jour,rendement_log,volatilite_20j,beta,per,pbr,roe,roa,debt_equity,dividend_yield,rsi,macd,moy_mobile_50,moy_mobile_200,bollinger_width,sentiment,taux_central,inflation,vix,defaut_recent
2018-06-01,JWFQ,Energie,NYSE,USA,AA,3.4,2336,383.53,386.25,365.6,372.29,711790,2698.47,-0.014563,-0.01467,0.0385,1.18,,4.3,0.2754,0.0102,1.782,0.0036,37.6,2.348,396.34,451.3,0.0536,0.481,0.0107,0.0414,16.24,0
2016-02-12,LLOU,Sante,NYSE,Chine,A,26.0,2964,41.93,42.21,40.97,41.45,3979348,2076.95,-0.008227,-0.008261,0.01891,0.85,3.0,6.56,0.1082,-0.0869,0.878,0.0347,59.1,0.296,41.7,40.94,0.021,0.296,0.0485,0.0399,18.21,0
2022-08-13,XOLF,Industrie,NASDAQ,Japon,A,0.5,179,74.55,75.39,73.98,75.24,1995560,567.39,0.006985,0.006961,0.02416,0.761,39.26,2.28,-0.0283,0.0409,0.066,0.0005,49.8,-2.029,74.26,70.9,0.0244,0.412,0.0454,0.0292,9.84,0
2020-10-06,IFBR,Sante,NASDAQ,Japon,AA,1.3,9068,73.38,73.77,72.57,72.91,107184,5511.67,-0.006046,-0.006065,0.02765,0.823,17.18,3.72,0.1435,0.0405,1.843,0.0235,18.5,-2.248,75.89,80.01,0.0616,0.126,0.0062,0.012,25.72,0
2022-07-03,LRSO,Finance,NYSE,France,A,21.2,624,21.37,21.41,21.06,21.17,11440942,514.88,-0.009451,-0.009496,0.03863,0.818,8.85,2.54,0.2093,0.0585,1.185,0.0008,42.3,-4.371,20.11,22.92,0.0389,0.101,0.0452,0.0378,10.45,0
2017-02-03,ZQWV,Tech,NYSE,Chine,BBB,14.5,3318,233.48,241.93,231.37,239.09,7444434,4744.74,0.025256,0.024942,0.02667,1.299,3.0,1.89,0.2128,0.0057,2.096,0.0223,70.1,-1.998,230.02,260.62,0.0287,0.585,0.0443,0.0024,18.12,0
2019-07-13,DVGU,Industrie,LSE,Chine,AA,14.3,1265,61.12,61.18,59.18,59.36,312800,1256.74,-0.023556,-0.023838,0.02318,0.917,3.0,1.8,0.1241,0.1623,1.601,0.059,69.2,-0.603,58.77,65.07,0.0467,0.159,-0.0059,0.0306,24.49,0
2023-02-21,MRTD,Sante,NYSE,Allemagne,AAA,14.6,3327,83.85,85.33,83.37,84.06,528320,3607.16,-0.00265,-0.002653,0.02601,0.795,19.7,5.09,0.0506,0.1364,2.061,0.0099,49.0,5.707,82.82,88.51,0.0524,0.767,0.0464,0.0111,10.48,0
2022-02-25,GBHO,Sante,EURONEXT,Japon,A,8.6,23224,135.01,136.51,134.19,134.53,384776,12433.71,-0.003067,-0.003072,0.02149,0.881,21.86,0.77,0.049,0.0459,0.298,0.0054,62.5,0.114,122.94,120.27,0.0539,-0.132,0.044,0.0454,16.91,0
2019-08-28,ONMV,Tech,EURONEXT,USA,BBB,27.4,982,29.03,29.16,25.52,26.08,343576,1556.64,-0.09263,-0.097205,0.021,1.514,7.77,3.56,0.1938,0.1174,1.044,0.0137,52.4,2.898,27.61,29.08,0.0551,0.246,-0.0123,0.0239,22.76,0
2018-02-19,TDJE,Industrie,NASDAQ,UK,CCC,12.7,4389,121.77,122.34,117.32,117.49,1254203,2906.89,-0.030726,-0.031208,0.02333,0.792,,5.15,0.1757,0.1136,1.132,0.0535,29.1,-2.38,116.06,131.44,0.0314,-0.102,0.0217,0.0262,3.97,0
2017-06-10,KDZZ,Energie,NASDAQ,USA,BB,30.7,1222,32.9,33.39,32.63,33.27,307081,949.79,0.011674,0.011606,0.03209,1.104,21.82,3.59,0.1382,0.013,1.248,0.0029,72.6,-2.62,35.84,37.34,0.0544,0.422,0.0415,0.0074,17.08,0
2018-01-22,GKLJ,Industrie,LSE,France,BB,29.3,15896,85.94,87.18,85.89,86.02,328605,11326.37,0.000918,0.000917,0.01648,0.89,34.53,1.25,0.1233,0.09,0.789,0.0048,29.7,-1.163,87.81,105.19,0.0464,-0.472,0.023,0.0257,28.22,0
2020-05-12,XFQV,Tech,NASDAQ,USA,BB,17.1,190,26.79,27.91,26.61,27.42,12536987,330.21,0.019936,0.01974,0.03731,1.251,13.25,3.13,0.143,0.1123,1.041,0.0102,45.6,-0.638,25.67,24.84,0.0562,0.158,-0.0046,0.0099,18.62,0
2022-09-09,IWUE,Finance,NYSE,Allemagne,A,33.8,998,66.14,66.86,64.72,65.59,1653966,812.68,-0.009743,-0.00979,0.02361,0.929,25.99,1.27,0.2033,0.1283,1.298,0.0262,45.0,-1.135,59.74,74.53,0.0427,-0.283,0.0521,0.0232,12.0,0
2020-08-24,HJXQ,Tech,NYSE,USA,BB,8.6,1657,51.25,52.06,50.78,51.55,1756781,634.35,0.00975,0.009703,0.04428,1.154,15.98,3.23,0.1145,0.0814,1.591,0.0366,60.6,1.445,50.48,49.03,0.0617,0.387,0.006,0.0072,13.38,0
2023-02-18,KJWK,Finance,TSX,Allemagne,AA,6.8,3136,62.39,63.13,62.09,62.98,914665,2782.91,0.009717,0.00967,0.02467,1.227,14.26,2.89,0.2082,0.0802,1.198,0.0196,36.2,3.618,67.65,60.17,0.0256,0.052,0.0487,0.01,22.05,0
2018-10-18,AUAT,Industrie,LSE,USA,BB,15.3,1588,129.16,129.91,126.64,127.82,553807,918.57,-0.019173,-0.019359,0.01707,0.937,22.32,1.15,0.2525,0.1348,0.54,0.0291,45.3,6.522,126.34,118.89,0.0364,0.374,-0.0013,0.0462,20.07,0
2021-09-24,GXSK,Energie,LSE,USA,BBB,14.2,24955,137.88,141.51,136.29,141.46,3548735,42392.08,0.029952,0.029512,0.03208,0.987,3.68,6.22,0.2012,0.0973,0.101,0.0469,67.3,-0.822,154.81,139.8,0.0569,0.164,0.0366,0.0417,16.76,0
2015-07-12,SZCH,Consommation,NYSE,USA,BBB,7.8,338,81.9,83.79,81.67,83.35,3096277,433.41,0.015178,0.015064,0.02298,1.098,23.62,1.42,0.2909,0.1068,0.893,0.0126,67.6,-0.123,82.71,78.7,0.037,-0.248,0.0362,0.0435,24.71,0
2020-09-02,MOVY,Consommation,NYSE,Allemagne,BBB,29.9,1513,95.54,97.65,95.5,97.04,762331,1305.73,0.021129,0.020908,0.02768,0.839,16.77,4.29,-0.0297,0.0778,1.905,0.0263,47.0,1.148,95.09,91.35,0.0322,0.175,0.0038,0.0026,27.44,0
2023-08-21,WVSQ,Finance,NASDAQ,Allemagne,BB,28.8,40226,208.51,211.9,207.84,211.08,283892,35452.24,0.01125,0.011188,0.02524,1.111,32.09,1.14,0.1385,-0.0224,0.4,0.0231,33.4,-1.716,200.86,249.66,0.0243,0.043,0.0411,0.0081,18.54,0
2021-04-12,CISN,Sante,LSE,USA,BB,16.3,9608,73.3,74.22,73.13,73.79,1062265,13911.09,0.013782,0.013688,0.01089,0.713,24.96,5.02,-0.0203,0.14,1.882,0.0063,100.0,2.942,66.82,70.7,0.0314,-0.64,0.0204,0.0304,26.15,0
2017-04-26,XPXU,Industrie,LSE,USA,BBB,22.6,158,41.8,42.16,41.31,41.39,249483,172.7,-0.009948,-0.009998,0.00991,0.81,18.91,0.32,0.0776,0.0069,2.07,0.0334,54.3,-0.333,42.64,41.16,0.018,-0.019,0.0409,0.0075,11.31,0
2022-06-16,DPCY,Sante,NASDAQ,Japon,BB,21.8,1499,57.81,58.8,57.5,58.07,241685,2772.07,0.000761,0.000761,0.01274,0.554,24.03,1.65,0.2613,-0.1027,2.223,0.0164,68.5,-1.947,59.68,49.38,0.0483,0.357,0.0501,0.0377,25.96,0
2021-10-25,WJLN,Finance,LSE,USA,AA,17.1,22476,135.73,137.41,127.31,131.11,4203117,15762.01,-0.034289,-0.03489,0.01559,1.09,18.92,3.25,0.1275,0.1154,0.431,0.0704,67.1,-2.436,136.58,147.3,0.0208,0.328,0.0335,0.0389,28.21,0
2022-11-19,IAUF,Industrie,NASDAQ,Japon,A,26.9,2907,37.96,39.12,37.18,39.07,337605,2186.39,0.030994,0.030523,0.01403,1.014,40.64,4.66,-0.0324,0.0548,1.202,0.0136,45.3,-2.115,41.64,35.47,0.0362,-0.056,0.0491,0.0166,16.97,0
2021-02-17,ILBR,Sante,NYSE,Chine,BBB,17.1,1027,114.31,114.75,109.06,109.52,524818,1160.44,-0.03557,-0.036218,0.01255,0.52,36.19,1.37,0.0381,0.0948,0.406,0.0287,65.8,-0.55,113.1,131.44,0.0141,0.368,0.0162,0.0217,17.38,0
2015-11-11,AELC,Industrie,NYSE,Canada,A,5.2,1285,95.79,96.48,93.99,94.66,2680273,1536.62,-0.012731,-0.012813,0.01973,0.808,18.55,3.01,0.1462,0.1337,3.586,0.0388,74.3,-0.522,101.43,96.08,0.0282,0.48,0.0456,0.045,4.85,0
2015-02-04,YJNS,Sante,NASDAQ,USA,B,2.2,2099,104.3,104.99,102.11,102.89,6671655,3584.58,-0.013184,-0.013271,0.02219,0.856,12.25,1.9,0.0863,0.0616,0.177,0.0023,48.3,-2.816,105.41,91.83,0.0306,-0.201,0.0237,0.0299,22.93,0
2023-01-11,IREK,Energie,NYSE,USA,BBB,15.4,6455,34.36,35.16,34.16,34.84,2470708,7243.69,0.005246,0.005233,0.01438,0.846,25.86,4.07,0.0659,0.1166,0.13,0.0005,19.6,-1.433,33.05,35.59,0.0521,0.509,0.0506,0.0112,21.33,0
2021-04-27,OONP,Energie,NASDAQ,Japon,BB,23.3,241,148.13,149.09,142.89,145.02,3780475,560.56,-0.021163,-0.02139,0.02378,0.902,21.93,3.05,0.0898,0.0409,0.222,0.0213,41.8,-3.464,142.62,137.01,0.0245,0.206,0.0204,0.0238,12.81,0
2023-11-10,RVHO,Industrie,NYSE,USA,A,12.1,4655,180.36,181.1,178.02,178.27,7012742,6282.26,-0.007668,-0.007697,0.02546,0.834,31.46,0.93,0.114,0.0395,0.171,0.0181,46.8,0.366,175.1,171.18,0.04,0.303,0.0359,0.0057,22.01,0
2023-01-30,WITI,Industrie,NYSE,UK,B,19.6,1991,28.58,29.19,28.35,29.13,6889725,2304.29,0.017277,0.01713,0.01523,0.892,22.39,3.6,0.139,0.0924,0.151,0.0161,57.6,0.941,31.28,28.24,0.0627,0.049,0.0501,0.0034,22.23,0
2021-09-19,TKZW,Energie,LSE,USA,BBB,5.5,81153,582.24,582.74,570.92,575.9,879399,54168.86,-0.005344,-0.005358,0.02087,1.022,45.2,2.68,0.1023,-0.0032,0.069,0.0336,57.6,-1.739,538.4,591.71,0.0062,-0.462,0.034,0.0461,6.95,0
2018-10-14,TPXH,Tech,TSX,USA,BB,24.0,5676,45.06,45.87,44.92,45.51,766522,4964.72,0.004802,0.004791,0.01274,1.146,11.18,4.11,0.0322,0.0613,0.35,0.0302,33.6,1.676,48.54,51.13,0.0817,0.138,0.0018,0.0437,11.8,0
2022-10-20,PXON,Tech,EURONEXT,Canada,AAA,2.0,2261,71.53,73.01,70.59,72.98,1727908,2456.88,0.021398,0.021172,0.034,1.288,,3.84,-0.0152,-0.0003,1.088,0.0416,65.6,5.499,67.37,89.94,0.0503,-0.283,0.0526,0.026,21.25,0
2018-02-25,PKIP,Finance,NYSE,France,AAA,30.8,3228,59.75,60.09,56.81,57.31,3608245,2098.3,-0.035475,-0.036119,0.01881,0.942,4.72,0.31,0.1719,0.0629,0.923,0.0154,47.3,-0.854,54.95,55.26,0.0255,-0.42,0.0187,0.026,16.53,0
2015-01-15,TUKK,Finance,TSX,France,A,5.5,8802,240.07,240.67,237.25,238.36,5212141,16819.69,0.001929,0.001927,0.03143,1.22,29.47,1.71,0.078,0.0337,2.171,0.0127,17.8,0.546,255.27,181.03,0.0556,-0.714,0.0198,0.0219,14.69,0
2016-07-21,UYXY,Energie,NYSE,USA,A,2.9,3097,107.25,110.67,106.6,110.11,2619332,5983.14,0.01599,0.015864,0.02354,1.271,8.79,0.61,0.1307,0.0446,2.16,0.0434,59.7,1.05,117.95,89.85,0.0434,-0.441,0.0516,0.0235,15.9,0
2018-11-17,CIFH,Tech,NYSE,USA,A,19.5,1376,23.92,23.95,23.57,23.58,907900,1427.37,-0.009858,-0.009907,0.02603,1.165,8.41,4.49,0.1758,0.0205,0.061,0.0284,76.5,-0.046,25.22,22.21,0.0314,0.003,-0.0008,0.0429,16.14,0
2018-09-25,HGCG,Energie,NASDAQ,Chine,AA,16.3,91,12.06,12.07,11.9,11.92,659012,188.4,-0.012094,-0.012167,0.01362,0.776,18.28,2.3,0.2596,0.024,2.265,0.0559,38.3,0.528,12.51,11.05,0.0268,0.006,0.0042,0.0426,22.05,0
2017-04-24,FUEM,Industrie,NYSE,Japon,AAA,30.6,8745,29.39,29.52,28.16,28.25,200400,6616.95,-0.026756,-0.027121,0.01675,0.995,30.9,0.66,0.0876,0.036,1.175,0.0048,37.3,1.566,27.67,28.49,0.0403,-0.296,0.0416,-0.0007,17.64,0
2018-04-09,YBPD,Finance,EURONEXT,UK,A,25.1,5974,125.8,126.79,124.11,126.19,480055,8898.78,0.001962,0.00196,0.02319,1.0,5.27,5.93,0.196,0.0839,0.969,0.0158,74.7,-1.464,132.86,112.6,0.0426,0.645,0.0173,0.0289,38.2,0
2021-01-26,DJXI,Sante,NASDAQ,Allemagne,BB,32.6,10325,50.46,50.82,49.94,50.77,795892,4715.39,-0.000461,-0.000462,0.01477,0.8,41.39,4.16,,0.0244,1.088,0.0555,37.9,-1.479,48.75,50.14,0.0318,-0.755,0.0102,0.0214,23.35,0
2018-01-11,BFXR,Tech,NASDAQ,USA,A,17.7,591,20.19,20.29,19.07,19.25,12795574,924.11,-0.040642,-0.041491,0.03379,1.322,27.3,2.65,-0.1245,0.0169,1.821,0.003,41.5,4.405,18.34,19.63,0.0275,0.263,0.0224,0.0259,34.78,0
2016-06-08,EWYR,Sante,TSX,Chine,BB,23.5,2122,42.6,42.81,41.92,42.23,281887,2611.05,-0.009549,-0.009595,0.02659,0.908,8.77,0.9,0.0584,0.0458,1.573,0.0121,52.3,-1.881,39.13,41.79,0.0507,-0.521,0.0483,0.0232,13.87,0
2019-02-21,TSSP,Industrie,NASDAQ,USA,A,21.4,1148,27.43,27.69,26.96,27.63,166795,1157.73,0.007571,0.007543,0.00869,0.733,3.0,0.97,0.0753,0.0963,0.358,0.0054,55.6,-0.55,28.74,26.74,0.0272,-0.656,-0.0033,0.0418,21.69,0
2016-05-08,WTOU,Finance,NASDAQ,UK,CCC,9.6,2502,57.93,58.01,57.78,58.01,13200974,4231.03,0.007354,0.007327,0.02018,0.899,3.0,5.05,-0.0007,0.0241,0.489,0.0243,7.5,-1.0,60.09,70.55,0.0403,0.091,0.0486,0.031,19.5,0
2017-10-21,FVQA,Consommation,NASDAQ,USA,BBB,9.8,1197,51.74,51.92,51.37,51.44,190994,1818.23,-0.007721,-0.007751,0.00838,0.693,34.32,2.92,0.2238,0.1066,1.289,0.0055,43.9,-0.811,53.29,49.45,0.0415,-0.059,0.0297,0.0184,33.32,0
2017-03-30,HALQ,Tech,EURONEXT,USA,B,17.0,1061,18.94,19.59,18.81,19.38,487998,1191.73,0.02753,0.027158,0.0218,1.376,44.43,2.65,0.1525,0.1046,1.091,0.0083,42.7,-0.998,18.97,16.19,0.0251,-0.016,0.0426,0.0044,36.72,0
2021-03-26,ERQA,Finance,NASDAQ,USA,B,6.9,7637,116.13,116.64,115.02,115.95,39003,6941.95,0.000267,0.000267,0.01765,1.119,24.22,2.02,0.0898,0.0102,2.138,0.0519,27.0,-2.611,121.59,104.41,0.0537,0.671,0.0203,0.0279,3.39,0
2018-11-19,PNAP,Tech,NYSE,USA,BBB,8.0,5058,38.59,38.96,38.06,38.87,4546735,3502.6,-0.000289,-0.000289,0.04007,1.718,23.75,2.03,-0.0233,0.0319,2.366,0.0031,45.9,5.648,37.96,51.45,0.0132,0.359,-0.0002,0.0402,18.51,0
2015-11-29,OPRD,Finance,NYSE,USA,A,3.1,9121,150.79,153.76,150.01,152.99,226477,7827.43,0.016118,0.01599,0.01007,1.165,22.1,5.19,0.1305,0.0869,1.857,0.0138,10.7,-0.942,154.03,174.2,0.0337,-0.139,0.0456,0.0445,19.43,0
2022-04-20,VCKJ,Finance,LSE,Japon,A,5.7,557,33.62,34.08,32.96,33.89,503626,404.43,0.010281,0.010229,0.02742,1.284,13.71,1.47,0.1928,0.0054,1.603,0.0256,31.1,2.975,33.26,36.27,0.0485,0.035,0.0479,0.0406,1.92,0
2022-04-04,ZMIZ,Sante,NYSE,USA,B,7.0,1665,21.46,21.62,21.08,21.12,461582,1524.67,-0.013479,-0.01357,0.0167,0.817,5.77,2.25,0.1688,0.0885,1.012,0.0677,48.9,3.0,21.22,22.96,0.0797,0.294,0.0485,0.0411,22.91,0
2018-10-16,GCKW,Finance,NYSE,France,A,20.4,1041,83.07,84.31,81.54,83.5,2393419,983.18,0.004577,0.004567,0.02764,1.137,43.72,3.77,0.1229,0.0535,1.955,0.0387,27.4,-3.337,80.56,79.76,0.0569,0.005,-0.0017,0.046,29.15,0
2021-01-13,ZBQX,Consommation,NASDAQ,USA,BBB,14.1,6575,42.2,42.74,41.68,42.68,6726100,3859.57,0.009604,0.009559,0.00794,0.707,5.97,0.3,0.0978,0.0995,2.301,0.0272,39.7,-1.489,46.96,43.44,0.0654,-0.406,0.012,0.024,22.55,0
2020-06-04,PUFQ,Finance,NYSE,Canada,BB,29.6,1970,116.91,119.1,116.13,117.94,569915,2243.78,0.003805,0.003797,0.02149,1.179,26.86,2.73,0.0859,0.123,1.019,0.0311,54.5,-3.428,119.96,120.76,0.0299,0.584,-0.0025,0.0056,23.11,0
2016-11-17,WPLY,Finance,TSX,USA,BBB,20.0,629,51.21,51.45,49.59,50.01,604774,543.93,-0.030255,-0.030722,0.02611,0.815,27.61,2.93,0.0772,0.0251,0.689,0.0439,52.4,0.208,47.98,53.24,0.0072,-0.315,0.0467,0.0175,18.1,0
2021-07-08,ASQV,Energie,EURONEXT,Allemagne,BBB,8.8,4369,100.36,101.0,97.91,99.63,2172342,10220.04,-0.00478,-0.004792,0.03195,1.332,34.91,2.53,0.1372,0.092,2.029,0.0086,59.0,3.867,91.24,94.03,0.0083,0.851,0.0262,0.0388,26.95,0
2015-08-26,UOYL,Sante,TSX,Chine,BBB,4.5,1282,34.55,34.89,34.51,34.86,3443424,896.12,0.008552,0.008515,0.02473,1.072,20.77,1.73,0.0068,0.0718,2.083,0.0187,62.5,4.1,35.62,35.41,0.0477,,0.0373,0.047,26.43,0
2019-06-07,ZSMA,Industrie,LSE,USA,A,15.1,17174,106.16,107.4,104.85,106.16,691294,22070.7,0.007034,0.007009,0.02492,0.757,18.69,2.75,0.2165,0.1063,0.175,0.023,41.3,6.471,97.54,98.61,0.0605,-0.133,-0.0116,0.0309,21.73,1
2022-08-27,LVBO,Consommation,NASDAQ,USA,BBB,19.8,189,43.05,43.4,42.91,42.95,961356,164.81,-0.004152,-0.004161,0.01652,0.62,15.98,5.85,0.1747,-0.0285,2.376,0.0028,20.6,0.77,40.09,40.08,0.0119,0.679,0.0518,0.0216,27.84,0
2015-01-03,PAEW,Energie,EURONEXT,UK,BB,8.8,1877,99.87,103.83,99.2,103.39,4299757,2103.38,0.029344,0.028922,0.02254,0.961,13.0,2.96,-0.0253,0.0957,2.062,0.0178,26.1,-1.098,98.59,91.37,0.0346,-0.209,0.0247,0.0228,9.17,0
2017-03-31,KNYW,Industrie,NASDAQ,USA,B,18.3,1715,68.46,69.42,68.31,68.4,4047894,3029.12,-0.002058,-0.002061,0.02108,0.869,23.6,5.06,0.0601,0.1089,2.225,0.0074,18.6,-4.888,68.64,67.74,0.0669,-0.065,0.0442,0.0022,21.32,0
2016-02-28,MNSV,Finance,NYSE,USA,A,16.8,1638,95.13,97.41,94.56,97.4,87945,1455.21,0.034364,0.033787,0.02681,1.023,8.41,3.57,0.1878,0.042,0.823,0.0058,50.5,-1.877,96.62,79.7,0.0295,-0.982,0.0488,0.0409,19.82,0
2020-04-15,ITXJ,Industrie,NASDAQ,Chine,BBB,19.3,13839,102.91,104.9,102.09,104.43,559372,16680.37,0.013377,0.013289,0.02027,1.045,16.41,4.1,0.1501,0.0244,1.385,0.0183,53.4,4.953,109.12,92.23,0.0005,-0.179,-0.007,0.0063,29.0,0
2020-07-04,XQMX,Finance,TSX,Allemagne,AA,7.3,1004,18.52,19.01,18.51,18.94,408313,685.98,0.014928,0.014817,0.02149,1.029,9.41,,0.1319,0.0263,1.501,0.0288,23.0,-2.602,19.35,17.03,0.0364,0.422,-0.0018,0.0078,26.4,0
2021-05-09,JYTI,Finance,NYSE,Allemagne,BBB,10.3,571,54.42,54.54,53.31,53.61,8776039,640.27,-0.017118,-0.017266,0.02618,0.87,23.36,2.97,-0.0373,0.1218,1.435,0.0334,34.7,0.541,54.03,57.09,0.0545,0.145,0.0209,0.0386,13.77,0
2023-12-11,BQLE,Finance,TSX,USA,AAA,22.6,2287,31.03,31.62,29.83,29.94,430813,1394.45,-0.032845,-0.033397,0.02371,1.059,24.47,2.23,-0.017,0.0432,1.123,0.0329,64.4,2.932,31.92,38.33,0.0686,-0.05,0.0319,0.0123,9.63,0
2021-10-13,CUMW,Sante,NYSE,France,A,24.3,8076,50.5,51.65,50.03,51.33,258497,7477.15,0.012285,0.01221,0.02111,1.085,7.95,2.84,0.2701,-0.0633,1.686,0.0153,64.8,-1.076,50.24,47.72,0.0314,-0.008,0.0342,0.0426,6.56,0
2018-11-30,TMMI,Energie,NYSE,Chine,BBB,24.3,6026,128.43,128.63,123.59,124.85,1689902,7273.6,-0.020897,-0.021118,0.0193,1.296,20.86,0.3,0.0387,0.0961,1.591,0.0301,60.7,-0.925,138.69,126.25,0.0375,0.2,-0.0004,0.0478,11.39,0
2017-03-09,FWTR,Tech,TSX,USA,AA,17.7,1123,22.98,23.67,22.5,23.04,5436285,1873.32,7.1e-05,7.1e-05,0.02475,1.254,4.99,1.54,0.0149,0.0852,0.955,0.0172,43.5,0.464,23.38,25.87,0.0664,0.229,0.0411,0.0073,17.27,0
2016-02-03,NBGY,Finance,NYSE,Chine,B,3.7,291,13.48,13.67,13.12,13.5,4225329,315.74,0.008804,0.008765,0.03296,1.018,30.88,7.51,0.1122,0.0148,1.576,0.0521,43.4,-4.035,13.81,13.91,0.0042,0.053,0.0447,0.039,9.18,0
2016-11-04,TQGG,Energie,TSX,Chine,A,15.5,146,50.98,51.48,50.57,50.91,225989,149.15,-0.00067,-0.000671,0.02978,1.218,5.63,1.55,0.069,0.0255,1.924,0.0197,52.1,3.443,48.95,58.98,0.032,0.176,0.0479,0.0058,21.5,0
2018-03-07,CKYE,Sante,EURONEXT,UK,BBB,20.9,1846,74.51,75.1,70.35,70.47,1499957,1548.17,-0.053831,-0.055334,0.00912,1.025,8.99,4.23,0.1406,0.0939,2.036,0.009,63.0,-0.239,67.2,69.73,0.0584,0.109,0.0218,0.0323,17.03,0
2019-01-25,IDQI,Industrie,LSE,USA,BB,2.2,1843,78.94,80.02,78.42,79.36,312226,2436.79,0.000811,0.00081,0.0032,1.104,17.98,1.01,0.2242,0.059,0.382,0.0658,62.5,-0.167,72.98,82.51,0.0538,-0.547,-0.0069,0.0444,16.64,0
2016-02-26,YWGS,Industrie,EURONEXT,Canada,BBB,13.1,5503,135.03,135.85,134.11,135.31,219555,8743.4,0.001457,0.001456,0.01167,1.041,19.32,4.08,0.1004,-0.0155,1.303,0.0043,48.5,0.007,131.22,160.35,0.0496,0.621,0.0489,0.0415,25.67,0
2023-05-19,EZWO,Energie,NYSE,France,BBB,15.6,349,62.76,63.78,62.1,62.43,675842,389.6,-0.000431,-0.000431,0.01797,1.416,48.57,1.06,0.2363,0.0721,0.59,0.0192,58.6,-0.033,66.67,53.23,0.0624,0.558,0.0434,0.0055,24.45,0
2016-12-03,NAUI,Sante,LSE,USA,AAA,30.7,207,21.34,21.4,19.56,19.89,2251937,179.42,-0.064612,-0.066794,0.01717,0.859,13.78,2.05,0.2177,0.0291,0.186,0.0504,2.5,1.37,20.87,22.88,0.0298,-0.119,0.0476,0.0133,14.16,0
2016-06-03,XIOC,Sante,EURONEXT,France,BB,23.1,1392,132.25,132.92,128.84,131.05,1293194,2857.88,-0.007009,-0.007034,0.01228,0.81,3.0,6.52,0.197,0.0473,2.005,0.0256,37.6,-0.001,137.76,152.26,0.0674,-0.368,0.0475,0.0261,23.07,0
2023-05-14,YTLK,Consommation,NYSE,Canada,BBB,20.2,980,12.51,12.57,12.11,12.2,609146,782.69,-0.027627,-0.028016,0.00953,0.619,6.85,0.3,0.0422,0.0372,1.814,0.0234,54.8,0.05,12.32,12.43,0.0556,-0.366,0.0475,0.0026,22.88,0
2023-12-23,PZLQ,Consommation,NYSE,Chine,A,35.4,625,93.69,94.04,93.01,93.49,514818,641.62,-0.001877,-0.001878,0.02011,0.646,6.34,3.07,0.1638,0.1569,1.449,0.0239,23.1,0.575,100.45,93.15,0.05,-0.832,0.033,0.012,23.92,0
2016-11-27,JGIL,Consommation,NASDAQ,USA,B,5.5,2731,109.46,110.28,108.48,109.91,1060743,2503.79,0.005421,0.005407,0.02001,1.012,37.38,0.99,,0.0807,0.254,0.0349,46.3,1.79,111.4,107.71,0.04,0.153,0.0475,0.0121,17.74,0
2021-06-13,FMGK,Energie,NYSE,USA,BBB,3.6,885,99.64,102.99,97.72,102.36,1344885,790.9,0.016995,0.016852,0.0249,1.133,23.95,0.3,0.0751,-0.0251,0.199,0.0335,48.6,-0.174,98.6,95.0,0.0184,-0.2,0.0246,0.0313,24.05,0
2022-10-17,DJHR,Industrie,NYSE,France,BB,20.5,15300,19.69,19.92,19.61,19.83,4541184,9677.34,0.007539,0.007511,0.01523,1.136,33.92,1.54,0.0053,0.1069,1.139,0.0158,52.3,-0.894,20.38,19.82,0.0437,0.512,0.0489,0.0273,10.77,0
2021-04-30,BDZQ,Sante,LSE,UK,BB,37.9,1945,44.73,44.79,44.13,44.38,200422,2073.94,-0.01189,-0.011962,0.02124,0.931,34.02,3.61,0.0719,0.0855,1.936,0.0297,39.6,-1.703,43.58,38.13,0.0817,-0.594,0.0213,0.0277,6.48,0
2018-07-14,PWYE,Tech,LSE,Allemagne,AA,35.5,1858,55.55,56.91,54.46,55.96,4273687,1047.07,0.002059,0.002057,0.02264,1.221,27.28,3.03,0.0692,0.0397,0.677,0.0447,56.2,2.648,55.59,58.37,0.0384,0.155,0.0078,0.0378,17.4,0
2023-10-06,MPPO,Sante,NASDAQ,USA,BBB,16.1,1753,32.48,33.07,32.1,32.9,1219281,1823.67,0.017663,0.017508,0.01985,0.785,21.71,1.95,0.0741,0.1661,0.743,0.03,60.9,-1.586,29.57,31.14,0.0354,-0.584,0.0379,0.0082,25.17,0
2016-12-29,ERAE,Finance,NASDAQ,USA,AA,22.4,1402,52.18,52.63,51.62,51.65,2558133,1720.95,-0.005916,-0.005933,0.01787,1.177,22.64,4.5,0.1901,0.0837,1.244,0.0111,60.8,-2.325,48.71,53.45,0.0443,-0.657,0.0466,0.0096,23.64,0
2020-01-09,YPER,Tech,NASDAQ,USA,A,3.1,51,3.96,3.99,3.78,3.79,2562776,38.03,-0.032165,-0.032694,0.01937,1.168,17.8,1.92,0.1206,0.1749,1.402,0.0074,33.3,1.371,3.71,3.95,0.0505,-0.144,-0.0105,0.0144,22.13,0
2016-04-30,JFXF,Sante,NYSE,USA,BBB,7.2,2185,39.16,39.37,38.42,38.65,1703184,1690.96,-0.013552,-0.013644,0.0124,0.853,29.11,2.48,0.1748,-0.0044,1.844,0.0059,63.1,-0.211,33.6,35.76,0.029,0.459,0.046,0.033,16.33,0
